Año,Trimestre,Provincia,Hasta 512kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros,Total,Mbps (Media de bajada)
2015,2,Río Negro,3413,4525,87362,97,3240,1,51,0,98689,3.666734448621427
2015,2,Salta,1123,13020,64737,16241,3114,29,5,0,98269,4.218121645686839
2015,2,San Juan,8,410,51568,0,0,0,2,0,51988,3.4789192890667078
2015,2,San Luis,9,4,13204,0,0,1,2,0,13220,3.5027709531013613
2015,2,Santa Cruz,210,25,25519,2,0,0,0,0,25756,3.47332349743749
2015,2,Santa Fe,6827,86016,364441,53205,33894,1856,1014,0,547253,4.303196181656382
2015,2,Santiago Del Estero,703,8779,23456,5553,888,0,0,0,39379,3.728811295360471
2015,2,Tierra Del Fuego,15,285,36073,2,0,0,0,0,36375,3.4775158762886598
2015,2,Tucumán,107,25178,83462,26966,4502,455,0,0,140670,4.306812767469965
2015,1,Buenos Aires,8882,123588,2267851,220070,126958,1560,5700,0,2754611,4.323803709346771
2015,1,Capital Federal,2545,59084,1013510,134150,114568,1195,8401,0,1333455,4.999711683876372
2015,1,Catamarca,13,7634,13754,3202,517,9,1,0,25130,3.483603660962992
2015,1,Chaco,26,12053,47425,15883,5346,489,135,0,81357,4.899908797030372
2015,1,Chubut,651,6176,57333,102,0,0,0,0,64262,3.2131565777597957
2015,1,Córdoba,157,78427,432802,46574,37443,1615,815,0,597833,4.304279282006848
2015,1,Corrientes,36,13295,47842,15554,4424,235,98,0,81484,4.628190221393157
2015,1,Entre Ríos,2867,23951,104168,28113,6926,274,119,0,166418,4.3467465057866335
2015,1,Formosa,1891,7336,14413,2024,878,157,1,0,26700,3.3811501123595504
2015,1,Jujuy,2458,9754,19858,3939,603,0,0,0,36612,3.241902108598274
2015,1,La Pampa,6059,8054,45038,26,10,13,10,0,59210,2.8340995102178685
2015,1,La Rioja,11,4201,9379,2207,533,0,3,0,16334,3.7804021060364885
2015,1,Mendoza,287,24,169763,38,16,6,11,0,170145,3.499130670898351
2015,1,Misiones,958,11136,51906,12387,8543,194,26,0,85150,4.973004251321198
2015,1,Neuquén,1895,2577,80787,170,4067,2,76,0,89574,3.9114916381985845
2015,1,Río Negro,3371,4913,86173,94,2632,2,42,0,97227,3.585297088257377
2015,1,Salta,1123,14151,64992,13955,2569,15,5,0,96810,4.022777936163619
2015,1,San Juan,8,445,51346,0,0,0,2,0,51801,3.4769891700932414
2015,1,San Luis,10,8,12720,0,1,0,2,0,12741,3.5009942704654264
2015,1,Santa Cruz,205,27,26048,2,0,0,0,0,26282,3.474217030667377
2015,1,Santa Fe,6883,93096,360964,45270,27597,1542,900,0,536252,4.063283068408137
2015,1,Santiago Del Estero,701,9236,23136,4796,748,0,0,0,38617,3.571104125126239
2015,1,Tierra Del Fuego,14,609,36319,2,0,0,0,0,36944,3.4538780857514078
2015,1,Tucumán,107,27143,83895,23061,3722,334,0,0,138262,4.071078040242438
2014,4,Buenos Aires,8226,132937,2250445,203620,104322,996,5406,0,2705953,4.198943508236657
2014,4,Capital Federal,2698,62895,1038268,123450,95771,890,7997,0,1331972,4.7817877112755625
2014,4,Catamarca,21,8047,14093,2910,421,0,1,0,25493,3.336005334797788
2014,4,Chaco,483,12837,42106,7908,2600,124,2,0,66060,3.977400363306085
2014,4,Chubut,1858,6218,60392,70,0,0,0,0,68538,3.1746491581312557
2014,4,Córdoba,1903,85362,427844,41947,30858,1177,782,0,589873,4.092903062184572
2014,4,Corrientes,40,13860,42182,7513,2106,0,9,0,65710,3.8061123116725004
2014,4,Entre Ríos,2311,27801,88649,18318,3584,1,66,0,140730,3.8000517871100685
2014,4,Formosa,1947,7830,14058,1852,473,47,1,0,26208,3.023326617826618
2014,4,Jujuy,1880,10427,19740,3443,465,0,0,0,35955,3.127642108190794
2014,4,La Pampa,6266,6879,36520,26,5,4,10,0,49710,2.754208730637699
2014,4,La Rioja,9,4333,9728,1943,386,0,3,0,16402,3.582023899524448
2014,4,Mendoza,303,19,169222,36,14,5,12,0,169611,3.498767768599914
2014,4,Misiones,547,11840,53093,8731,2952,54,12,0,77229,4.025619961413459
2014,4,Neuquén,1731,2744,80938,126,3621,2,66,0,89228,3.850772582597391
2014,4,Río Negro,3640,4723,85094,94,2319,4,30,0,95904,3.543129254254254
2014,4,Salta,54,16214,63221,12552,1922,0,4,0,93967,3.862259431502549
2014,4,San Juan,11,478,51628,0,0,0,2,0,52119,3.4752201692281126
2014,4,San Luis,9,0,13135,0,0,1,2,0,13147,3.503621206358865
2014,4,Santa Cruz,156,1400,24145,1,1,0,0,0,25703,3.3330261837139634
2014,4,Santa Fe,8707,99962,359293,36718,21098,869,824,0,527471,3.780707860716513
2014,4,Santiago Del Estero,1246,8913,24181,4359,602,0,0,0,39301,3.4582244726597287
2014,4,Tierra Del Fuego,12,283,31489,2,0,0,0,0,31786,3.4747244698924056
2014,4,Tucumán,17,28746,85091,20631,2733,196,0,0,137414,3.8606123102449525
2014,3,Buenos Aires,7355,128186,2281523,156693,68946,243,4232,0,2647180,3.969046991173242
2014,3,Capital Federal,840,78016,1060145,102169,70907,94,6626,0,1318799,4.437380943390075
2014,3,Catamarca,19,8845,13790,1915,111,0,0,0,24680,2.915176175040519
2014,3,Chaco,398,14731,41934,5428,1274,5,0,0,63770,3.461947812450996
2014,3,Chubut,2013,6281,60771,34,0,0,0,0,69099,3.165741790763976
2014,3,Córdoba,660,98992,435692,28992,18888,84,664,0,583972,3.6600622495599104
2014,3,Corrientes,21,15448,41717,5181,1172,0,0,0,63539,3.410927776641118
2014,3,Entre Ríos,1709,29710,91450,12569,1310,0,48,0,136796,3.3996079417526825
2014,3,Formosa,2001,8323,14202,1324,85,0,0,0,25935,2.6562830152303833
2014,3,Jujuy,127,10979,20216,2305,82,0,0,0,33709,2.9307053902518616
2014,3,La Pampa,6458,6645,41009,24,5,4,10,0,54155,2.816519545748315
2014,3,La Rioja,10,4785,9720,1337,61,0,0,0,15913,3.095178784641488
2014,3,Mendoza,35,0,167763,31,12,13,1,0,167855,3.5028531768490665
2014,3,Misiones,640,13637,53510,5928,1606,0,1,0,75322,3.5775238575714927
2014,3,Neuquén,1522,3099,80090,107,2865,10,27,0,87720,3.7429104879160966
2014,3,Río Negro,3640,5189,86868,87,1944,8,9,0,97745,3.4799791702900404
2014,3,Salta,732,17481,66026,8314,388,0,0,0,92941,3.4109103624880306
2014,3,San Juan,8,487,51276,0,0,0,0,0,51771,3.473725985590389
2014,3,San Luis,8,0,13029,0,0,3,0,0,13040,3.503113190184049
2014,3,Santa Cruz,195,1624,24248,1,1,0,0,0,26069,3.3073222601557406
2014,3,Santa Fe,8230,112593,357615,23962,12124,38,806,0,515368,3.375592912249111
2014,3,Santiago Del Estero,791,9914,23826,2867,142,0,0,0,37540,3.0995465103889184
2014,3,Tierra Del Fuego,12,336,32348,2,0,0,0,0,32698,3.470981711419659
2014,3,Tucumán,6,32716,84668,14101,559,4,0,0,132054,3.349897526769352
2014,2,Buenos Aires,6902,162273,2288771,140226,56548,284,4309,0,2659315,3.851862760043666
2014,2,Capital Federal,847,81431,1078213,87358,56004,58,6427,0,1310340,4.249991223638481
2014,2,Catamarca,19,8844,13794,1915,111,0,0,0,24683,2.915358424826804
2014,2,Chaco,412,14854,41530,5418,1085,5,0,0,63304,3.4206301023631998
2014,2,Chubut,2064,6582,61868,0,0,0,0,0,70514,3.1564052528575886
2014,2,Córdoba,2105,101598,429536,28698,14824,76,627,0,577464,3.5567859606832632
2014,2,Corrientes,20,15563,41219,5199,956,0,0,0,62957,3.3669705989802563
2014,2,Entre Ríos,2187,32781,86757,12564,1162,0,44,0,135495,3.312400309974538
2014,2,Formosa,2032,8218,13944,1321,85,0,0,0,25600,2.6523512500000006
2014,2,Jujuy,1873,11233,18851,2305,82,0,0,0,34344,2.7690316794782204
2014,2,La Pampa,7032,6761,34089,18,5,4,10,0,47919,2.684576055426866
2014,2,La Rioja,10,4785,9719,1337,61,0,0,0,15912,3.095153343388638
2014,2,Mendoza,35,6,166710,31,10,5,10,0,166807,3.503033182060705
2014,2,Misiones,540,13644,53245,5924,1334,2,0,0,74689,3.540023885712756
2014,2,Neuquén,1531,3206,79087,92,2289,2,30,0,86237,3.6647043380451545
2014,2,Río Negro,3468,5507,84978,78,1569,2,8,0,95610,3.4286257504445143
2014,2,Salta,53,18818,64440,8293,388,0,0,0,91992,3.391137751108792
2014,2,San Juan,10,507,51129,0,0,0,0,0,51646,3.4724840645935795
2014,2,San Luis,7,0,13045,0,0,1,2,0,13055,3.5041044810417468
2014,2,Santa Cruz,153,1637,25374,2,0,0,0,0,27166,3.3181516601634393
2014,2,Santa Fe,8515,115197,353559,23939,10058,34,792,0,512094,3.3116910410979234
2014,2,Santiago Del Estero,1231,9914,23842,2867,142,0,0,0,37996,3.0697509211495944
2014,2,Tierra Del Fuego,12,334,31198,2,0,0,0,0,31546,3.470095986812908
2014,2,Tucumán,6,32714,84675,14101,559,4,0,0,132059,3.34994476711167
2014,1,Buenos Aires,8469,171244,2279875,121787,38923,206,4037,0,2624542,3.7331327999829305
2014,1,Capital Federal,852,88825,1096050,70292,38797,54,6208,0,1301080,4.024081510870217
2014,1,Catamarca,19,9147,13330,1672,64,0,0,0,24232,2.8027344007923407
2014,1,Chaco,438,15849,40869,4644,741,5,0,0,62546,3.2558373037444444
2014,1,Chubut,7452,10,61329,0,0,0,0,0,68791,3.1759166751464583
2014,1,Córdoba,2076,107705,423114,24112,9818,40,588,0,567453,3.3874045815248133
2014,1,Corrientes,20,16357,40742,4486,630,0,0,0,62235,3.2186250823491607
2014,1,Entre Ríos,2177,35206,85248,10828,746,0,43,0,134248,3.1672900899827185
2014,1,Formosa,2062,8475,13685,1133,67,0,0,0,25422,2.5737292109196757
2014,1,Jujuy,1832,11498,18415,2002,56,0,0,0,33803,2.690263349406857
2014,1,La Pampa,7434,6535,32501,17,5,4,10,0,46506,2.64721042446136
2014,1,La Rioja,10,5111,9390,1165,35,0,0,0,15711,2.964740372987079
2014,1,Mendoza,35,6,166655,19,10,6,9,0,166740,3.5026805565551156
2014,1,Misiones,545,14460,52852,5139,958,0,0,0,73954,3.403126267679909
2014,1,Neuquén,4133,987,77148,84,1582,2,22,0,83958,3.5493016508254125
2014,1,Río Negro,4670,4618,84304,73,1062,1,8,0,94736,3.353796318189495
2014,1,Salta,53,19677,64061,7192,314,0,0,0,91297,3.3009019792545207
2014,1,San Juan,531,2,51056,0,0,0,0,0,51589,3.4691384597491712
2014,1,San Luis,7,3,12544,0,1,0,2,0,12557,3.5028153221310823
2014,1,Santa Cruz,161,1625,24972,1,1,0,0,0,26760,3.315991479820628
2014,1,Santa Fe,8456,124468,345225,20328,6845,23,668,0,506013,3.1474068452786788
2014,1,Santiago Del Estero,1234,10531,22817,2422,109,0,0,0,37113,2.9494717214992052
2014,1,Tierra Del Fuego,12,607,30902,6,0,0,0,0,31527,3.446887937323564
2014,1,Tucumán,6,34672,83210,11779,362,3,0,0,130032,3.208341823551126
